TEMP K,LIQUID RHOMX kmol/cum,LIQUID CPMX kJ/kmol-K,LIQUID MUMX cP,LIQUID HMX kJ/kmol,LIQUID TBUB K,LIQUID KMX kW/m-K,Composition
354.15,47.7531,69.9095,2.76835,-291361.0,368.97,0.000715685,0.35
355.15,47.7277,69.9227,2.71662,-291291.0,368.97,0.000716291,0.35
356.15,47.7021,69.9361,2.66623,-291221.0,368.97,0.000716887,0.35
357.15,47.6763,69.95,2.61716,-291151.0,368.97,0.000717473,0.35
358.15,47.6503,69.9641,2.56935,-291081.0,368.97,0.000718049,0.35
359.15,47.6241,69.9785,2.52277,-291011.0,368.97,0.000718615,0.35
360.15,47.5977,69.9933,2.47738,-290941.0,368.97,0.000719171,0.35
361.15,47.5712,70.0084,2.43314,-290871.0,368.97,0.000719717,0.35
362.15,47.5444,70.0239,2.39002,-290801.0,368.97,0.000720253,0.35
363.15,47.5175,70.0397,2.34797,-290731.0,368.97,0.00072078,0.35
364.15,47.4904,70.0558,2.30698,-290661.0,368.97,0.000721296,0.35
365.15,47.4632,70.1061,2.267,-290591.0,368.97,0.000721802,0.35
366.15,47.4357,70.1238,2.22801,-290521.0,368.97,0.000722298,0.35
367.15,47.4082,70.142,2.18997,-290451.0,368.97,0.000722785,0.35
368.15,47.3804,70.1605,2.15286,-290381.0,368.97,0.000723262,0.35
369.15,47.1452,69.9597,2.28726,-290695.0,369.15,0.000725348,0.35
370.15,46.0244,68.7855,3.42182,-292717.0,370.15,0.000734252,0.35
371.15,44.9989,67.6602,5.01985,-294655.0,371.15,0.000742284,0.35
372.15,44.0575,66.5817,7.22831,-296512.0,372.15,0.000749561,0.35
373.15,43.1908,65.5476,10.2257,-298292.0,373.15,0.000756184,0.35
374.15,42.3908,64.556,14.2246,-299999.0,374.15,0.000762234,0.35
375.15,41.6505,63.6049,19.473,-301635.0,375.15,0.000767781,0.35
376.15,40.9638,62.6923,26.2549,-303205.0,376.15,0.000772882,0.35
377.15,40.3255,61.8166,34.8893,-304712.0,377.15,0.000777587,0.35
378.15,39.7309,60.976,45.7282,-306157.0,378.15,0.00078194,0.35
379.15,39.1761,60.169,59.1525,-307544.0,379.15,0.000785977,0.35
380.15,38.6574,59.3941,75.5668,-308875.0,380.15,0.00078973,0.35
381.15,38.1717,58.6497,95.3931,-310154.0,381.15,0.000793227,0.35
382.15,37.7162,57.9346,119.063,-311381.0,382.15,0.000796492,0.35
383.15,37.2883,57.2475,147.008,-312560.0,383.15,0.000799548,0.35
